_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,user_name,category
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597982424629383168,2022-11-30 15:54:33+00:00,Update from @Neuralink at 6pm PT,Update from @Neuralink at 6pm PT,1.5979824246293832e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",3924.0,3662.0,38134.0,543.0,1.5979824246293832e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'neuralink', 'id': 895332160130891776, 'displayname': 'Neuralink', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/neuralink'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597887972372021248,2022-11-30 09:39:14+00:00,@NorthmanTrader @vincent13031925 Exactly,@NorthmanTrader @vincent13031925 Exactly,1.5978879723720212e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",533.0,209.0,4062.0,23.0,1.597705926584066e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5978811692193137e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'NorthmanTrader', 'id': 714051110, 'displayname': 'Sven Henrich', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/NorthmanTrader'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'NorthmanTrader', 'id': 714051110, 'displayname': 'Sven Henrich', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/NorthmanTrader'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'vincent13031925', 'id': 1689516060, 'displayname': 'vincentyu.eth', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/vincent13031925'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597878869910253569,2022-11-30 09:03:04+00:00,@vincent13031925 Trend is concerning. Fed needs to cut interest rates immediately. They are massively amplifying the probability of a severe recession.,@vincent13031925 Trend is concerning. Fed needs to cut interest rates immediately. They are massively amplifying the probability of a severe recession.,1.5978788699102536e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",6371.0,8801.0,78087.0,977.0,1.597705926584066e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.597705926584066e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'vincent13031925', 'id': 1689516060, 'displayname': 'vincentyu.eth', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/vincent13031925'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'vincent13031925', 'id': 1689516060, 'displayname': 'vincentyu.eth', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/vincent13031925'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597873111470252032,2022-11-30 08:40:11+00:00,"@teslaownersSV Much more, but I am simply stating the obvious","@teslaownersSV Much more, but I am simply stating the obvious",1.597873111470252e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",596.0,545.0,7783.0,32.0,1.5978292265727058e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5978710023899832e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'teslaownersSV', 'id': 1016059981907386368, 'displayname': 'Tesla Owners Silicon Valley', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/teslaownersSV'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'teslaownersSV', 'id': 1016059981907386368, 'displayname': 'Tesla Owners Silicon Valley', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/teslaownersSV'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597867558073667584,2022-11-30 08:18:07+00:00,@teslaownersSV We’re implementing anti-bot bots. You should see some improvement by tomorrow.,@teslaownersSV We’re implementing anti-bot bots. You should see some improvement by tomorrow.,1.5978675580736676e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",906.0,847.0,7353.0,121.0,1.5978292265727058e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5978665828095795e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'teslaownersSV', 'id': 1016059981907386368, 'displayname': 'Tesla Owners Silicon Valley', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/teslaownersSV'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'teslaownersSV', 'id': 1016059981907386368, 'displayname': 'Tesla Owners Silicon Valley', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/teslaownersSV'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597866295617167360,2022-11-30 08:13:06+00:00,"Microservices …
 https://t.co/w6K0t1SRRs","Microservices …
 m.youtube.com/watch?v=y8Onox…",1.5978662956171674e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",2174.0,1798.0,23968.0,271.0,1.5978292265727058e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://m.youtube.com/watch?v=y8OnoxKotPQ&feature=youtu.be'],['https://t.co/w6K0t1SRRs'],,,,1.5978292265727058e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",,,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597829226572705793,2022-11-30 05:45:48+00:00,Twitter core services latency reduced by ~400ms. Should feel noticeably faster.,Twitter core services latency reduced by ~400ms. Should feel noticeably faster.,1.5978292265727058e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",15540.0,16987.0,253536.0,1713.0,1.5978292265727058e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597826548136284162,2022-11-30 05:35:09+00:00,@SwipeWright @stevenmarkryan @nichegamer 🎯,@SwipeWright @stevenmarkryan @nichegamer 🎯,1.5978265481362842e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",420.0,166.0,4593.0,12.0,1.5977019317068513e+18,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5978256341760737e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'SwipeWright', 'id': 1009716150895341568, 'displayname': 'Colin Wright', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/SwipeWright'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'SwipeWright', 'id': 1009716150895341568, 'displayname': 'Colin Wright', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/SwipeWright'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'stevenmarkryan', 'id': 31263848, 'displayname': 'stevenmarkryan', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/stevenmarkryan'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'nichegamer', 'id': 1558996520, 'displayname': 'Niche Gamer', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/nichegamer'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597788973916909568,2022-11-30 03:05:51+00:00,"@stevenmarkryan @nichegamer Sam lost me when he said that any lies at all would justify Trump losing. 

I mean … Sam literally wrote a book about why lying is evil!

https://t.co/KwLOyqHjpu https://t.co/VTbNWWeGDj","@stevenmarkryan @nichegamer Sam lost me when he said that any lies at all would justify Trump losing. 

I mean … Sam literally wrote a book about why lying is evil!

m.youtube.com/watch?v=grPJNb… https://t.co/VTbNWWeGDj",1.5977889739169096e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",879.0,1093.0,8095.0,72.0,1.5977019317068513e+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://m.youtube.com/watch?v=grPJNbQY9jI'],['https://t.co/KwLOyqHjpu'],"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Fix8miKVIAAAJ2w?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fix8miKVIAAAJ2w?format=jpg&name=large'}]",,,1.5977334462770053e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'stevenmarkryan', 'id': 31263848, 'displayname': 'stevenmarkryan', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/stevenmarkryan'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'stevenmarkryan', 'id': 31263848, 'displayname': 'stevenmarkryan', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/stevenmarkryan'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'nichegamer', 'id': 1558996520, 'displayname': 'Niche Gamer', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/nichegamer'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
snscrape.modules.twitter.Tweet,https://twitter.com/elonmusk/status/1597785546922737664,2022-11-30 02:52:14+00:00,@farzyness Accurate prediction,@farzyness Accurate prediction,1.5977855469227377e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'elonmusk', 'id': 44196397, 'displayname': 'Elon Musk', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': True, 'created': '2009-06-02T20:12:29+00:00', 'followersCount': 119631798, 'friendsCount': 130, 'statusesCount': 20881, 'favouritesCount': 15445, 'listedCount': 103954, 'mediaCount': 1315, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/44196397/1576183471', 'label': None, 'url': 'https://twitter.com/elonmusk'}",2717.0,2901.0,79001.0,171.0,1.5977700217990963e+18,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.5977700217990963e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'farzyness', 'id': 17862108, 'displayname': 'Farzad Mesbahi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/farzyness'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'farzyness', 'id': 17862108, 'displayname': 'Farzad Mesbahi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/farzyness'}]",,,,,elonmusk,"['elonmusk', 'sundarpichai', 'tim_cook', 'BillGates', 'finkd', 'JeffBezos', 'satyanadella']"
